train_size,train_mean,train_std,test_mean,test_std
17055,0.8648292159493348,0.0018416694839287894,0.8383125966394895,0.0018770021338834005
38984,0.853103100720029,0.0008275630689127011,0.8417333485254455,0.0016543962750083208
60913,0.8504505166874893,0.0005866856605296099,0.8424822771163342,0.0015714234604781165
82841,0.8481742809478466,0.00023413018983719028,0.8428245472561361,0.0014652658323625056
104770,0.8473841148374174,0.0005839671939118945,0.8430066687299428,0.0015228956237487966
126699,0.8480149599822839,0.0006275006715766245,0.8433199594295662,0.0015351035704574722
148628,0.8473347164082702,0.0005072978705517973,0.8434902348619997,0.0016162048199939575
170557,0.8464965124961371,0.0008893331264007791,0.8436241115059767,0.001619657909680244
